date,client,transportation_mode,revenue_usd,cost_usd,profit_usd,margin_percent
2022-04-25 12:36:35,Creative Trust,ROAD,1924.74,1896.79,117.77,6.12
2022-04-05 07:19:57,Ambitious Industries,RAIL,660.34,559.28,73.63,11.15
2022-04-09 01:59:45,Active Networks,ROAD,2801.17,2406.97,187.32,6.69
2022-04-23 23:59:30,Solid Development,ROAD,1501.55,1352.16,121.22,8.07
2022-04-27 19:06:17,Solid Development,ROAD,1310.37,1098.24,122.06,9.31
2022-04-17 10:54:10,Solid Development,ROAD,1532.26,1214.86,180.75,11.8
2022-04-26 01:38:31,Solid Development,ROAD,1297.65,1185.58,120.25,9.27
2022-04-24 02:03:35,Brilliant Capital,SEA,16509.35,11724.74,3174.42,19.23
2022-04-26 11:17:05,Alfa Resources,SEA,1692.22,1521.22,159.97,9.45
2022-04-07 19:58:13,Elite Systems,RAIL,1247.66,1132.88,225.76,18.09
2022-04-01 17:39:54,Modern Capital,RAIL,1920.85,1765.68,127.48,6.64
2022-04-03 18:24:52,Smart Resources,ROAD,1991.72,1720.45,60.22,3.02
2022-04-03 14:03:25,Sharp Management,ROAD,1506.1,1316.94,307.63,20.43
2022-04-22 21:13:24,Creative Trust,ROAD,1380.27,1289.83,55.49,4.02
2022-04-13 05:38:34,Alfa Resources,SEA,1908.69,1663.97,185.03,9.69
2022-04-09 11:21:32,United Associates,ROAD,2678.17,2676.22,117.98,4.41
2022-04-22 04:24:22,Ambitious Connections,ROAD,1736.74,1320.52,440.15,25.34
2022-04-14 20:26:56,Ambitious Connections,ROAD,1774.15,1440.79,213.28,12.02
2022-04-24 10:40:54,Brilliant Partners,RAIL,1802.02,1442.5,276.1,15.32
2022-04-06 23:17:05,Bright Capital,ROAD,1698.86,1503.58,61.42,3.62
2022-04-28 04:42:17,Leading Networks,SEA,2220.88,1311.27,744.83,33.54
2022-04-27 02:04:01,Noble Group,RAIL,2290.65,1959.81,154.99,6.77
2022-04-08 21:50:54,Brilliant Enterprises,SEA,8333.43,6590.86,1421.57,17.06
2022-04-03 00:08:40,Brilliant Enterprises,SEA,7066.09,6201.96,1545.19,21.87
2022-04-21 09:57:16,Brilliant Enterprises,SEA,7863.48,6707.66,1596.63,20.3
2022-04-17 15:25:18,Brilliant Enterprises,SEA,11677.54,9691.09,1652.99,14.16
2022-04-13 10:26:21,Brilliant Enterprises,SEA,11514.04,10780.51,1511.92,13.13
2022-04-17 03:49:42,Core Strategy,ROAD,3102.12,2844.89,112.94,3.64
2022-04-28 00:55:23,Infinite Dynamics,SEA,1646.01,1378.4,175.96,10.69
2022-04-28 22:30:52,Epic Resources,RAIL,895.21,828.59,115.03,12.85
2022-04-20 12:13:12,Premier Logistics,RAIL,1845.23,1654.0,145.07,7.86
2022-04-11 04:59:32,Epic Foundation,SEA,1616.6,1677.78,240.54,14.88
2022-04-07 16:36:35,Dynamic Corporation,RAIL,1497.34,1497.3,151.82,10.14
2022-04-02 15:38:40,Pioneer Systems,ROAD,4036.88,3649.64,163.0,4.04
2022-04-12 15:31:41,Core Industries,ROAD,665.64,544.62,51.85,7.79
2022-04-03 01:19:20,Core Industries,ROAD,1201.19,1052.2,61.76,5.14
2022-04-11 06:15:14,Eternal Corporation,RAIL,950.05,882.46,75.54,7.95
2022-04-21 08:40:40,Core Industries,ROAD,2743.91,2424.52,105.32,3.84
2022-04-19 16:43:04,Sharp Global,ROAD,1150.53,1071.62,46.66,4.06
2022-04-15 18:19:46,Elite Trust,RAIL,1767.38,1665.66,118.3,6.69
2022-04-11 16:13:50,Solid Development,ROAD,1333.54,1084.3,302.13,22.66
2022-04-01 08:27:34,Dynamic Zone,ROAD,4578.14,3591.13,216.74,4.73
2022-04-20 09:48:27,United Associates,ROAD,2274.76,1894.2,125.72,5.53
2022-04-25 10:09:04,United Associates,ROAD,2236.12,2146.87,121.72,5.44
2022-04-24 08:18:47,United Associates,ROAD,2054.93,1955.88,112.19,5.46
2022-04-26 11:21:52,United Associates,ROAD,2258.14,1921.43,109.22,4.84
2022-04-09 21:32:18,United Associates,ROAD,2049.16,1791.82,61.08,2.98
2022-04-24 05:58:49,United Associates,ROAD,2762.52,2456.36,115.8,4.19
2022-04-27 08:31:43,United Associates,ROAD,2621.19,2847.56,118.15,4.51
2022-04-24 22:48:16,Global Holdings,ROAD,3016.99,2704.83,417.7,13.84
2022-04-21 05:51:56,Infinite Capital,ROAD,2102.85,1831.17,282.65,13.44
2022-04-16 10:50:54,Core Holdings,ROAD,2237.3,1786.62,158.86,7.1
2022-04-26 00:42:32,Pioneer Solutions,ROAD,4469.87,4818.56,247.11,5.53
2022-04-18 16:05:43,Visionary Group,ROAD,994.5,772.68,181.37,18.24
2022-04-26 01:20:16,Visionary Group,ROAD,934.06,768.76,151.83,16.25
2022-04-13 00:05:12,Elite Foundation,ROAD,2282.74,1599.53,535.46,23.46
2022-04-25 21:10:42,Elite Technologies,ROAD,692.56,583.11,116.59,16.83
2022-04-06 01:23:38,Visionary Group,ROAD,2205.55,2191.55,58.76,2.66
2022-04-02 00:57:24,Leading Services,RAIL,3336.47,3062.95,160.2,4.8
2022-04-27 00:20:58,Elite Systems,RAIL,1339.84,1015.93,201.44,15.03
2022-04-21 11:57:43,Brilliant Innovation,RAIL,681.26,344.84,404.7,59.4
2022-04-17 22:11:57,Noble Corporation,ROAD,2680.98,2682.01,227.1,8.47
2022-04-23 14:12:56,Advanced Enterprises,ROAD,849.25,596.45,177.59,20.91
2022-04-16 05:44:06,Modern Operations,SEA,523.48,381.12,195.76,37.4
2022-04-07 01:43:15,Brilliant Partners,RAIL,1325.1,967.03,348.51,26.3
2022-04-16 15:10:07,Core Holdings,ROAD,2122.52,1905.43,141.6,6.67
2022-04-03 10:29:27,Alfa Partners,RAIL,2107.32,2037.91,100.49,4.77
2022-04-07 14:12:16,Elite Systems,RAIL,1330.22,977.77,216.02,16.24
2022-04-28 06:22:24,Core Holdings,ROAD,2123.66,1824.53,146.76,6.91
2022-04-21 18:50:03,Core Holdings,ROAD,2243.48,2009.61,164.96,7.35
2022-04-18 21:49:19,Next Initiative,ROAD,1392.62,920.98,416.24,29.89
2022-04-12 03:11:11,Key Partners,ROAD,1749.88,1337.91,243.88,13.94
2022-04-10 09:51:35,Advanced Enterprises,ROAD,788.08,630.53,201.86,25.61
2022-04-06 10:06:09,Active Services,ROAD,2066.32,1509.33,523.43,25.33
2022-04-17 02:27:16,Eternal Corporation,ROAD,1200.44,970.42,169.43,14.11
2022-04-23 12:22:44,Creative Trust,ROAD,1462.14,1524.27,200.81,13.73
2022-04-04 08:57:54,Creative Trust,ROAD,1554.77,1334.26,199.77,12.85
2022-04-21 20:48:57,Creative Trust,ROAD,1670.41,1299.04,192.19,11.51
2022-04-05 22:09:17,Pro Corporation,ROAD,1586.2,1484.77,189.12,11.92
2022-04-26 01:02:59,Next Foundation,RAIL,1693.27,1411.21,137.15,8.1
2022-04-19 21:02:53,Next Foundation,RAIL,1860.27,1716.73,146.19,7.86
2022-04-01 00:37:37,Next Foundation,RAIL,1869.73,1812.4,143.48,7.67
2022-04-16 02:34:00,Next Foundation,RAIL,2072.75,1886.82,137.61,6.64
2022-04-13 11:45:30,Visionary Foundation,RAIL,1784.72,1635.13,113.48,6.36
2022-04-28 02:42:52,Ambitious Connections,ROAD,1628.62,1526.98,280.4,17.22
2022-04-19 00:34:11,Ambitious Connections,ROAD,1931.24,1477.46,454.32,23.52
2022-04-20 18:30:45,Ambitious Connections,ROAD,2052.89,1576.37,457.43,22.28
2022-04-14 08:25:59,Ambitious Connections,ROAD,1796.97,1377.12,300.4,16.72
2022-04-25 19:52:49,Next Initiative,ROAD,1199.58,832.71,304.35,25.37
2022-04-16 00:23:51,Smart Edge,RAIL,1906.44,1675.63,112.55,5.9
2022-04-19 18:45:33,Pro Corporation,ROAD,1796.44,1247.7,406.92,22.65
2022-04-08 14:46:07,Visionary Group,ROAD,932.18,818.41,175.95,18.88
2022-04-07 21:02:55,Epic Networks,RAIL,3145.26,2864.99,619.85,19.71
2022-04-17 08:10:56,Infinite Capital,ROAD,630.66,428.47,110.1,17.46
2022-04-10 20:17:47,Infinite Capital,ROAD,620.58,494.01,105.82,17.05
2022-04-07 03:22:35,Pioneer Development,ROAD,392.04,348.06,38.41,9.8
2022-04-04 17:56:58,Advanced Dynamics,ROAD,3777.78,3135.7,109.88,2.91
2022-04-04 18:47:38,Active Consulting,RAIL,2168.35,2034.46,141.32,6.52
2022-04-09 06:55:02,United Associates,ROAD,2245.79,2044.45,104.83,4.67
2022-04-17 21:35:14,Ultimate Holdings,RAIL,2059.85,1692.79,230.83,11.21
2022-04-21 23:07:33,Integrated Tech,ROAD,2159.06,313.81,1791.64,82.98
2022-04-22 09:26:03,Integrated Tech,ROAD,2008.51,374.69,1816.71,90.45
2022-04-20 23:55:43,Brilliant Capital,SEA,1758.53,1841.28,155.36,8.83
2022-04-19 07:55:20,Sharp Global,ROAD,804.74,759.08,52.24,6.49
2022-04-13 14:39:00,Eternal Networks,RAIL,1356.24,1325.35,69.7,5.14
2022-04-20 22:29:56,Ambitious Connections,ROAD,1833.45,1477.4,436.99,23.83
2022-04-24 14:41:52,Ambitious Connections,ROAD,2001.95,1442.5,314.1,15.69
2022-04-07 12:41:30,Sharp Management,ROAD,1756.79,1608.84,110.98,6.32
2022-04-20 17:12:22,Visionary Operations,RAIL,1623.37,1537.9,104.42,6.43
2022-04-18 10:08:59,Epic Networks,RAIL,863.18,550.99,226.88,26.28
2022-04-19 15:36:45,Eternal Corporation,RAIL,920.64,875.53,74.54,8.1
2022-04-26 09:03:09,Infinite Capital,ROAD,2166.87,1631.97,262.41,12.11
2022-04-21 18:24:05,Noble Capital,SEA,12742.96,9035.37,3132.02,24.58
2022-04-24 17:22:46,Ambitious Trust,ROAD,5060.42,4121.19,624.1,12.33
2022-04-20 01:32:43,Visionary Solutions,RAIL,2587.69,2042.76,477.97,18.47
2022-04-03 10:52:07,True Group,RAIL,446.09,399.9,58.25,13.06
2022-04-10 23:44:30,Core Holdings,ROAD,2151.79,2174.54,24.68,1.15
2022-04-14 04:25:58,Premier Logistics,RAIL,2292.17,2408.06,318.2,13.88
2022-04-17 00:40:34,Premier Resources,SEA,6758.03,5758.26,337.67,5.0
2022-04-26 11:21:57,Premier Resources,SEA,6493.25,7107.9,36.97,0.57
2022-04-05 03:34:43,Premier Resources,SEA,7231.78,6800.3,133.48,1.85
2022-04-14 19:37:12,Brilliant Enterprises,SEA,16637.39,16316.12,1745.57,10.49
2022-04-21 07:17:45,Brilliant Enterprises,SEA,9684.84,8203.48,1340.55,13.84
2022-04-20 11:16:39,Brilliant Enterprises,SEA,9799.07,8882.33,1301.0,13.28
2022-04-14 10:38:42,Brilliant Enterprises,SEA,9905.44,8405.94,475.17,4.8
2022-04-23 19:34:25,Core Industries,ROAD,680.06,645.64,38.3,5.63
2022-04-14 18:03:26,True Industries,RAIL,971.77,1011.48,23.04,2.37
2022-04-08 12:58:56,Leading Services,RAIL,3326.3,2520.26,382.84,11.51
2022-04-10 19:15:20,Sharp Global,ROAD,867.07,867.75,60.39,6.96
2022-04-18 09:10:17,Creative Trust,ROAD,2525.95,2450.86,105.97,4.2
2022-04-04 15:15:16,Eternal Corporation,RAIL,894.04,945.79,70.98,7.94
2022-04-18 07:24:33,Creative Trust,ROAD,1435.99,1354.36,213.49,14.87
2022-04-03 14:05:35,Master Industries,SEA,5170.01,4427.48,609.73,11.79
2022-04-28 23:32:54,United Partners,RAIL,2265.38,1744.6,251.56,11.1
2022-04-01 11:38:31,Infinite Capital,ROAD,2135.86,1964.79,106.3,4.98
2022-04-09 21:40:12,Alfa Trust,ROAD,1287.59,1362.34,62.08,4.82
2022-04-22 11:57:15,Advanced Systems,SEA,1687.71,1384.92,178.11,10.55
2022-04-25 17:13:08,Advanced Systems,SEA,109033.21,84101.62,16095.86,14.76
2022-04-17 04:51:00,Creative Trust,ROAD,1513.92,1667.23,94.85,6.27
2022-04-27 04:12:50,Brilliant Partners,RAIL,1886.43,1910.66,120.76,6.4
2022-04-02 01:03:05,Eternal Corporation,ROAD,1214.76,1050.08,176.56,14.53
2022-04-16 13:40:21,Creative Trust,ROAD,1425.4,1224.75,61.29,4.3
2022-04-28 19:23:51,Creative Trust,ROAD,1428.95,1312.96,63.03,4.41
2022-04-02 16:19:58,Core Strategy,ROAD,2660.67,2629.13,58.5,2.2
2022-04-22 05:31:33,Sharp Global,ROAD,755.43,655.45,50.93,6.74
2022-04-12 12:36:39,Innovative Strategy,ROAD,559.93,508.27,-3.0,-0.54
2022-04-27 04:43:54,Innovative Strategy,ROAD,533.25,585.62,-11.67,-2.19
2022-04-15 12:22:09,Pioneer Consulting,RAIL,1646.4,1094.14,369.86,22.46
2022-04-01 15:39:43,Integrated Networks,SEA,826.25,607.62,154.85,18.74
2022-04-09 11:55:32,Alfa Trust,ROAD,1363.02,1498.03,-21.61,-1.59
2022-04-18 14:08:00,Pioneer Consulting,RAIL,2425.91,2146.6,231.38,9.54
2022-04-22 19:21:26,United Associates,ROAD,2240.11,1917.45,105.54,4.71
2022-04-20 22:39:56,United Associates,ROAD,2444.81,2474.6,122.39,5.01
2022-04-22 18:53:30,United Associates,ROAD,2219.79,2058.01,55.33,2.49
2022-04-15 20:26:06,United Associates,ROAD,2260.69,1903.78,109.58,4.85
2022-04-07 20:42:44,United Associates,ROAD,2231.07,1807.59,124.08,5.56
2022-04-07 05:25:18,United Associates,ROAD,2861.84,3031.47,109.55,3.83
2022-04-09 04:37:26,United Associates,ROAD,3172.43,2690.49,123.88,3.9
2022-04-01 12:47:55,Integrated Consulting,RAIL,866.18,734.88,172.2,19.88
2022-04-24 13:13:52,Next Management,RAIL,1320.51,1179.97,209.31,15.85
2022-04-21 16:06:25,Ambitious Connections,ROAD,1697.09,1382.7,189.57,11.17
2022-04-11 04:27:38,Advanced Capital,RAIL,1167.89,965.47,344.11,29.46
2022-04-01 22:34:39,Creative Trust,ROAD,1663.48,1458.34,208.88,12.56
2022-04-16 10:27:15,Advanced Capital,RAIL,1261.71,1030.13,266.59,21.13
2022-04-14 12:31:48,Bright Framework,ROAD,1326.63,1333.71,60.42,4.55
2022-04-08 15:29:48,Epic Global,RAIL,1001.57,900.05,206.1,20.58
2022-04-24 06:46:08,United Associates,ROAD,2900.94,2638.92,124.36,4.29
2022-04-07 14:01:13,Elite Systems,RAIL,1358.74,1106.12,204.63,15.06
2022-04-11 18:49:58,Visionary Group,ROAD,919.69,845.73,173.73,18.89
2022-04-17 16:43:59,Core Holdings,ROAD,1863.99,1767.56,156.12,8.38
2022-04-09 07:02:48,Sharp Management,ROAD,1675.4,1495.78,61.22,3.65
2022-04-26 23:22:18,Visionary Industries,SEA,782.43,802.62,24.51,3.13
2022-04-08 18:56:12,Ambitious Trust,ROAD,5041.93,4343.51,265.48,5.27
2022-04-18 22:09:04,Core Holdings,ROAD,2028.7,1969.44,162.61,8.02
2022-04-27 04:26:42,Next Foundation,RAIL,1707.99,1813.92,137.14,8.03
2022-04-23 02:48:34,Next Foundation,RAIL,1762.25,1413.29,170.19,9.66
2022-04-22 19:57:53,Alfa Partners,RAIL,2195.63,1985.28,95.54,4.35
2022-04-07 17:23:32,Next Foundation,RAIL,2027.43,2048.57,126.19,6.22
2022-04-04 01:54:12,Next Foundation,RAIL,2293.56,1810.14,117.92,5.14
2022-04-04 15:51:21,Next Foundation,RAIL,2192.25,2140.54,117.26,5.35
2022-04-24 12:01:48,Core Holdings,ROAD,2073.68,2069.0,156.83,7.56
2022-04-15 02:31:24,Sharp Global,ROAD,736.7,591.68,57.21,7.77
2022-04-18 05:24:37,Core Industries,ROAD,675.6,584.38,17.46,2.58
2022-04-27 08:45:00,Elite Systems,RAIL,1233.97,1232.63,126.45,10.25
2022-04-20 17:13:42,Dynamic Industries,RAIL,1092.72,928.34,158.26,14.48
2022-04-27 07:54:24,Sharp Management,ROAD,1777.91,1482.25,315.47,17.74
2022-04-05 10:18:48,United Solutions,RAIL,1141.2,844.08,319.14,27.97
2022-04-02 08:41:38,Eternal Corporation,RAIL,1230.45,949.6,136.55,11.1
2022-04-24 14:43:18,Eternal Corporation,RAIL,1144.98,1043.95,81.53,7.12
2022-04-26 20:24:14,Eternal Corporation,RAIL,1269.99,1016.71,140.15,11.04
2022-04-27 09:35:30,Sharp Management,ROAD,1767.63,1453.07,114.68,6.49
2022-04-14 00:20:04,Brilliant Capital,SEA,1853.14,1576.02,425.23,22.95
2022-04-21 05:20:54,Infinite Capital,ROAD,1915.85,1766.87,266.08,13.89
2022-04-23 19:05:46,Eternal Corporation,RAIL,1393.87,1357.65,62.46,4.48
2022-04-01 13:35:13,Alfa Consulting,AIR,634.73,498.72,46.89,7.39
2022-04-24 05:38:10,Alfa Consulting,AIR,589.17,561.5,48.2,8.18
2022-04-28 16:44:45,Prime Group,AIR,267562.58,243133.36,31343.76,11.71
2022-04-21 04:10:55,Noble Corporation,ROAD,2927.62,2500.17,160.82,5.49
2022-04-25 22:58:12,Innovative Strategy,ROAD,616.18,613.98,8.69,1.41
2022-04-09 05:07:45,Visionary Group,ROAD,1063.63,747.71,167.8,15.78
2022-04-23 16:06:30,Prime Strategy,ROAD,2111.81,1694.6,330.86,15.67
2022-04-05 14:02:58,Visionary Group,ROAD,921.31,846.81,143.25,15.55
2022-04-12 01:44:42,United Trust,SEA,2470.61,1879.39,550.0,22.26
2022-04-19 02:16:43,Key Framework,RAIL,1800.8,1738.86,115.61,6.42
2022-04-06 00:42:41,Advanced Dynamics,ROAD,3545.07,3642.58,50.21,1.42
2022-04-21 23:18:35,Eternal Corporation,RAIL,1228.34,1191.75,119.51,9.73
2022-04-20 22:08:11,United Associates,ROAD,2772.62,2773.71,115.5,4.17
2022-04-09 16:22:25,Elite Systems,RAIL,1253.17,1194.86,198.81,15.86
2022-04-12 05:28:43,Sharp Management,ROAD,1713.24,1561.13,118.49,6.92
2022-04-24 13:09:07,Elite Resources,ROAD,3048.63,2426.93,112.63,3.69
2022-04-22 17:43:53,Leading Foundation,ROAD,1610.87,1307.51,140.54,8.72
2022-04-14 17:31:17,Infinite Capital,ROAD,2194.17,1561.48,306.49,13.97
2022-04-03 14:02:52,Sharp Edge,RAIL,2603.74,2309.29,323.26,12.42
2022-04-10 14:23:56,Core Industries,ROAD,5130.95,5097.88,471.39,9.19
2022-04-06 21:02:15,Master Edge,ROAD,2508.78,267.03,2301.86,91.75
2022-04-24 13:43:08,Leading Services,RAIL,2862.6,2704.96,419.61,14.66
2022-04-13 06:19:17,Leading Services,RAIL,2834.97,2632.1,312.12,11.01
2022-04-19 19:23:26,Pro Initiative,RAIL,2058.41,1747.53,163.14,7.93
2022-04-13 23:38:54,Premier Associates,RAIL,538.07,366.99,209.37,38.91
2022-04-13 21:28:07,Noble Global,RAIL,2078.77,1862.27,132.47,6.37
2022-04-13 07:36:11,Sharp Edge,RAIL,2582.35,2597.42,287.17,11.12
2022-04-22 08:14:54,True Global,RAIL,2088.77,1729.11,349.84,16.75
2022-04-08 21:02:23,Noble Enterprises,RAIL,2130.96,1926.59,259.71,12.19
2022-04-11 17:06:09,Premier Management,RAIL,2356.4,2127.59,317.45,13.47
2022-04-03 04:59:27,Innovative Designs,RAIL,2474.53,1736.82,441.59,17.85
2022-04-16 05:04:13,Master Services,RAIL,1614.46,1255.11,171.88,10.65
2022-04-24 09:46:24,Ultimate Trust,RAIL,1890.32,1451.48,316.69,16.75
2022-04-23 00:04:51,Creative Capital,SEA,746.45,634.76,93.26,12.49
2022-04-27 21:21:16,Key Corporation,SEA,14581.83,15328.75,1304.09,8.94
2022-04-28 20:17:59,Epic Alliance,ROAD,2156.75,2216.54,125.12,5.8
2022-04-11 03:30:24,Brilliant Capital,SEA,1545.25,1092.42,644.2,41.69
2022-04-02 08:55:49,Elite Trust,RAIL,1504.88,1676.17,33.1,2.2
2022-04-19 22:35:03,Bright Capital,ROAD,703.72,495.68,124.49,17.69
2022-04-27 09:49:26,Eternal Corporation,RAIL,1115.27,900.56,85.48,7.66
2022-04-01 15:57:41,Dynamic Zone,ROAD,3528.63,3799.39,213.25,6.04
2022-04-04 05:30:43,Global Holdings,ROAD,1231.89,1148.94,55.5,4.51
2022-04-05 13:45:14,United Dynamics,RAIL,1384.26,1086.32,274.61,19.84
2022-04-10 13:53:20,Innovative Strategy,ROAD,716.18,655.07,28.66,4.0
2022-04-03 22:18:18,Strategic Consulting,RAIL,2025.48,1491.91,242.74,11.98
2022-04-14 14:24:12,Alfa Consulting,AIR,243.74,165.58,50.2,20.6
2022-04-07 20:51:47,Advanced Foundation,AIR,1819.32,1520.82,247.16,13.59
2022-04-10 06:12:48,Pioneer Consulting,RAIL,1541.71,1144.48,266.29,17.27
2022-04-07 21:38:37,Brilliant Tech,RAIL,1713.32,1393.64,138.19,8.07
2022-04-27 22:10:39,Smart Edge,RAIL,2099.9,2015.14,311.21,14.82
2022-04-04 18:52:19,Visionary Solutions,RAIL,2157.28,1815.36,485.08,22.49
2022-04-15 20:36:16,United Group,AIR,1885.12,458.35,1616.84,85.77
2022-04-09 15:26:04,Brilliant Innovation,RAIL,737.32,626.27,214.73,29.12
2022-04-10 13:38:59,United Group,AIR,815.47,271.43,456.64,56.0
2022-04-15 08:26:13,United Group,AIR,3955.76,3208.81,760.72,19.23
2022-04-13 05:53:39,United Group,AIR,1277.86,222.11,1016.29,79.53
2022-04-11 07:56:33,Next Dynamics,AIR,7618.85,6865.59,683.47,8.97
2022-04-03 20:38:15,United Group,AIR,945.09,395.61,531.06,56.19
2022-04-04 13:46:14,United Group,AIR,1944.02,885.91,1099.94,56.58
2022-04-24 07:29:50,Key Resources,AIR,1231.6,673.44,573.61,46.57
2022-04-04 00:40:31,United Associates,AIR,2625.41,1380.81,1230.29,46.86
2022-04-26 04:13:34,Innovative Development,AIR,1647.43,681.23,976.25,59.26
2022-04-25 08:18:31,Infinite Foundation,AIR,1100.02,803.41,321.83,29.26
2022-04-05 07:21:40,Strategic Operations,AIR,2509.6,1233.22,1436.13,57.23
2022-04-01 11:35:01,Strategic Operations,AIR,2368.39,654.34,1790.28,75.59
2022-04-21 20:42:11,Strategic Operations,AIR,2104.18,1669.39,260.28,12.37
2022-04-21 22:05:17,Creative Capital,SEA,1561.84,1469.54,222.06,14.22
2022-04-03 04:13:13,Infinite Holdings,AIR,10424.58,8352.74,2366.92,22.71
2022-04-27 14:56:49,Infinite Holdings,AIR,10685.65,7719.95,2384.75,22.32
2022-04-28 19:13:52,Infinite Holdings,AIR,21594.05,8190.49,12890.88,59.7
2022-04-28 07:32:52,Smart Services,ROAD,5381.12,97.64,4833.0,89.81
2022-04-18 22:27:15,Solid Trust,AIR,929.87,796.02,260.38,28.0
2022-04-07 06:29:05,Solid Trust,AIR,1765.77,1520.17,258.83,14.66
2022-05-14 03:25:31,Pioneer Trust,SEA,19421.04,14639.45,2623.78,13.51
2022-05-06 02:47:55,Pioneer Trust,SEA,19765.28,15710.13,2602.88,13.17
2022-05-17 18:39:23,Pioneer Trust,SEA,16803.75,15701.08,2712.36,16.14
2022-05-22 21:58:52,Ambitious Dynamics,SEA,9468.59,9465.76,1055.18,11.14
2022-05-10 03:09:13,Pioneer Trust,SEA,16196.21,14263.4,2125.76,13.13
2022-05-17 07:22:29,True Capital,SEA,15474.14,12921.16,3434.1,22.19
2022-05-01 15:42:17,Core Systems,SEA,19149.91,17349.43,3815.33,19.92
2022-05-21 15:02:48,Premier Networks,ROAD,1438.16,1098.81,303.67,21.12
2022-05-19 11:16:18,Premier Networks,ROAD,1416.65,1006.43,302.69,21.37
2022-05-17 07:59:26,Premier Networks,ROAD,1445.13,1072.32,278.51,19.27
2022-05-19 19:47:18,Premier Networks,ROAD,1204.13,1124.57,266.3,22.12
2022-05-24 04:46:35,Infinite Networks,SEA,5009.07,5000.74,620.83,12.39
2022-05-20 06:14:01,Creative Logistics,SEA,19480.29,15374.22,2942.58,15.11
2022-05-22 09:28:42,Brilliant Capital,SEA,27758.26,25048.96,4616.27,16.63
2022-05-06 13:47:38,Visionary Systems,SEA,4030.86,2630.86,999.99,24.81
2022-05-09 14:19:28,Visionary Systems,SEA,3486.16,2923.81,872.15,25.02
2022-05-03 05:42:25,Visionary Systems,SEA,6002.69,4966.24,616.87,10.28
2022-05-24 20:22:40,Smart Global,SEA,11268.83,10315.12,1499.38,13.31
2022-05-15 14:24:16,Alfa Holdings,ROAD,730.13,467.36,225.14,30.84
2022-05-28 13:45:51,Advanced Enterprises,ROAD,2856.67,2856.26,236.04,8.26
2022-05-09 07:35:39,Epic Alliance,ROAD,3845.81,3168.57,249.48,6.49
2022-05-09 18:24:18,Strategic Dynamics,ROAD,3774.58,4084.33,249.69,6.62
2022-05-28 17:16:41,Dynamic Services,ROAD,3932.83,3806.08,220.7,5.61
2022-05-06 18:43:05,Sharp Trust,ROAD,3549.0,2690.03,527.15,14.85
2022-05-16 06:47:25,Dynamic Services,ROAD,3953.29,3474.35,225.26,5.7
2022-05-20 18:12:25,Noble Tech,ROAD,3280.14,2933.54,186.67,5.69
2022-05-23 04:47:53,Advanced Enterprises,ROAD,3189.76,3057.18,240.34,7.53
2022-05-07 14:05:24,Advanced Enterprises,ROAD,3294.31,2773.63,202.68,6.15
2022-05-06 04:34:37,Advanced Systems,SEA,127785.09,108723.96,27278.75,21.35
2022-05-17 02:22:35,Core Strategy,ROAD,2964.79,3058.45,54.96,1.85
2022-05-11 20:24:07,Modern Capital,RAIL,1863.2,1640.01,140.55,7.54
2022-05-27 22:20:35,United Associates,ROAD,2204.15,1873.71,111.45,5.06
2022-05-02 00:17:49,United Associates,ROAD,2631.02,2915.36,-120.15,-4.57
2022-05-14 19:53:36,Solid Zone,SEA,18891.88,16696.5,1379.93,7.3
2022-05-09 02:26:51,Solid Zone,SEA,14233.12,16398.57,-1961.77,-13.78
2022-05-19 11:59:30,Solid Zone,SEA,14721.4,12576.24,1653.29,11.23
2022-05-02 23:08:55,Advanced Systems,SEA,2549.17,2194.2,258.91,10.16
2022-05-17 08:31:19,Alfa Partners,RAIL,1989.1,1778.84,95.01,4.78
2022-05-08 08:30:01,Visionary Systems,SEA,3455.26,3164.06,232.46,6.73
2022-05-19 10:36:54,Infinite Networks,SEA,5528.64,5262.82,526.5,9.52
2022-05-06 02:11:50,Creative Trust,ROAD,1508.86,1419.4,194.55,12.89
2022-05-20 23:43:37,Creative Trust,ROAD,1735.76,1300.45,201.63,11.62
2022-05-07 19:57:06,Creative Trust,ROAD,1538.06,1518.47,214.61,13.95
2022-05-10 05:10:10,Innovative Technologies,SEA,3950.1,2887.13,934.0,23.64
2022-05-02 13:14:54,Infinite Capital,ROAD,2260.79,2363.77,127.38,5.63
2022-05-28 07:32:36,Innovative Tech,SEA,422.72,380.26,59.04,13.97
2022-05-07 18:15:39,Visionary Operations,SEA,7597.55,5888.09,695.75,9.16
2022-05-09 22:08:47,Ambitious Connections,ROAD,1549.23,1510.12,238.77,15.41
2022-05-05 02:59:27,Brilliant Partners,RAIL,1577.5,1402.75,192.31,12.19
2022-05-02 12:20:15,Infinite Capital,ROAD,1915.35,2032.87,56.3,2.94
2022-05-09 11:01:41,Infinite Capital,ROAD,2051.68,1955.68,62.96,3.07
2022-05-05 22:49:10,Dynamic Zone,ROAD,4000.97,3989.72,187.56,4.69
2022-05-17 01:55:27,Visionary Group,ROAD,908.16,883.31,166.13,18.29
2022-05-28 23:28:50,Eternal Corporation,RAIL,1027.42,891.2,80.17,7.8
2022-05-14 21:30:30,Visionary Group,ROAD,1011.17,893.43,143.05,14.15
2022-05-24 12:27:16,Dynamic Zone,ROAD,4134.09,3557.94,313.74,7.59
2022-05-13 15:11:55,Advanced Dynamics,ROAD,3883.78,3487.62,62.39,1.61
